ID,Z1,Z2,Z3,Z4,Z5,Z6,X,Y,X2,Y2,__X,__Y,Line
ridge,0.0022846579086,0.0447698384523,-66.9953384399,1.23039467503e-10,-2.74826694735e-09,1,368372.40625,5028535.0,368372.40625,5028535.0,368372.40625,5028535.0,19
ridge,0.00225971848704,0.507470846176,-68.3394699097,2.17823714621e-09,-4.29233937282e-09,1,368209.03125,5028623.0,368209.03125,5028623.0,368209.03125,5028623.0,19
ridge,0.00228411890566,0.382752180099,-76.5557556152,1.36629796366e-09,-3.56966745052e-09,1,368016.78125,5028670.5,368016.78125,5028670.5,368016.78125,5028670.5,19
ridge,0.00236082472838,0.137895092368,15.6635503769,2.3641988367e-10,-1.7144908826e-09,1,367787.1875,5028803.5,367787.1875,5028803.5,367787.1875,5028803.5,19
ridge,0.00157247122843,0.383413463831,-61.5774307251,7.65687180326e-10,-1.99702743231e-09,1,372231.90625,5027459.0,372231.90625,5027459.0,372231.90625,5027459.0,20
ridge,0.00157629058231,0.326555997133,-73.9535293579,9.96257520924e-10,-3.05080161134e-09,1,371982.1875,5027538.0,371982.1875,5027538.0,371982.1875,5027538.0,20
ridge,0.00163479242474,0.470361143351,-82.7276153564,1.71659353398e-09,-3.64952246201e-09,1,371798.5625,5027589.0,371798.5625,5027589.0,371798.5625,5027589.0,20
ridge,0.00176783686038,0.614645540714,-88.9544830322,2.81703727012e-09,-4.58318982766e-09,1,371600.34375,5027619.0,371600.34375,5027619.0,371600.34375,5027619.0,20
ridge,0.00187716656365,0.650090515614,13.2630329132,6.40594333134e-09,-9.85392478725e-09,1,370911.71875,5028421.0,370911.71875,5028421.0,370911.71875,5028421.0,21
ridge,0.00248079723679,0.015331347473,2.55256080627,-2.91360713334e-10,-1.90042470649e-08,1,370921.75,5028203.5,370921.75,5028203.5,370921.75,5028203.5,21
ridge,0.00295473542064,0.244289189577,-20.3654937744,-6.02963190488e-09,-2.46823521621e-08,1,370942.5625,5027978.5,370942.5625,5027978.5,370942.5625,5027978.5,21
ridge,0.00295810052194,0.310794651508,-16.0306854248,-5.82210368805e-09,-1.8732960072e-08,1,370980.65625,5027794.5,370980.65625,5027794.5,370980.65625,5027794.5,21
